,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
156776,0.923,Josué Kinter,0.444,215120,0.147,0,6rE1UnjikfHsceXcKDo1FH,7.57e-06,7,0.32299999999999995,-19.992,0,Pines /// Bountiful,0,2019-04-10,0.0772,75.064,0.366,2019
128515,0.863,M. S. Subbulakshmi,0.28300000000000003,259200,0.482,0,7p0Ll9kWViThuo8gRCDhxq,1.05e-05,4,0.219,-9.776,0,Mere To Giridhar Gopal,0,1947-12-05,0.0419,164.832,0.531,1947
125625,0.0115,The Mowgli's,0.612,166893,0.921,0,5KQDGl3vAkNGyfvSbaW89E,0.0,0,0.166,-5.337999999999999,1,I'm Good,60,2015-04-14,0.0705,96.042,0.674,2015
67965,0.591,Fleetwood Mac,0.698,222173,0.537,0,07ACyen8ZVO9SNwaQjxyRy,0.0,11,0.0631,-6.38,1,I Don't Want to Know - Early Take,37,1977-02-04,0.0459,136.76,0.939,1977
21285,0.261,Эрнест Хемингуэй,0.716,96300,0.187,1,36JuVKFNBFn7b10KifwXqk,0.0,0,0.229,-22.48,1,Часть 85.2 - Прощай оружие,0,1929,0.843,118.107,0.807,1929
168104,0.996,Wynton Marsalis,0.329,104200,0.0238,0,4GZs1nmdkgT0oaxQy7rugq,0.925,4,0.0758,-17.029,0,Never Let Me Go,30,1990-05-15,0.0377,130.981,0.28,1990
155994,0.0861,Countdown Singers,0.5539999999999999,151000,0.8190000000000001,0,6pbC7fu8XWIQXj4jgqN0ie,0.0,4,0.637,-5.231,1,Me & Mr Jones,0,2020-06-16,0.0622,87.325,0.447,2020
133878,0.6609999999999999,Eric Clapton,0.775,227493,0.237,0,6NDEiHpjL0nFS4joR0N5jD,0.213,7,0.191,-19.149,1,Get Ready,26,1974-07-01,0.121,92.991,0.637,1974
49606,0.00496,Ramones,0.308,115533,0.993,0,0XHz5LWSKwXFSnoUo2xM8N,0.000402,0,0.099,-2.785,1,I Don't Wanna Walk Around with You - Demo,45,1976-04-23,0.0565,164.415,0.573,1976
25514,0.386,Mitch Miller,0.637,137044,0.895,0,7zMkgVKLTUQfbKUAiBWxdc,0.0,1,0.424,-11.485,1,Bluebell,7,1950,0.0319,104.869,0.974,1950
44926,0.77,Mary Lou Williams,0.667,176467,0.335,0,3bW9qEtiZRXw2vksIFZ5Dd,0.0041,0,0.108,-21.14,0,Kool Bongo,3,1953,0.0451,150.6,0.889,1953
94979,0.984,Francisco Canaro,0.604,158613,0.306,0,3afcs1MRYXrS694j4PEIGk,0.0147,2,0.33,-8.338,1,Agua Bendita - Instrumental (Remasterizado),0,1936-01-18,0.0516,124.379,0.736,1936
74017,4.05e-05,"Jose Amnesia', 'Jennifer Rene",0.8420000000000001,442529,0.417,0,17gy55FhY9fTF2dpk1k6sL,0.504,8,0.0925,-8.011000000000001,1,Wouldnt Change A Thing - Retrobyte Club Edit,0,2007-12-04,0.0503,128.014,0.8320000000000001,2007
174111,0.225,"Juice WRLD', 'The Weeknd",0.6940000000000001,196180,0.6709999999999999,0,09NtNfFG4vpHsAUbdUug0M,0.0,6,0.145,-7.149,0,Smile (with The Weeknd),70,2020-08-07,0.134,158.864,0.27,2020
140137,1.08e-06,Signum,0.429,81719,0.936,0,2d6ujX4ZkC5qWIxboWdS73,0.843,10,0.0961,-12.133,0,Harmonic [ASOT 281] - Original Mix,8,2006-12-28,0.0512,141.015,0.211,2006
27234,0.954,Chet Baker,0.631,544213,0.0228,0,6I9bNa9x9qAx0o2mEfAn4u,0.116,7,0.135,-22.982,1,Early Morning Mood,27,1959,0.0425,117.532,0.244,1959
123103,0.0329,Santa Esmeralda,0.669,628547,0.815,0,6rhVKeUhQTGLIRmQOfc9Wo,0.00105,9,0.0498,-8.998,0,Don't Let Me Be Misunderstood,59,2003-09-23,0.0838,117.809,0.784,2003
56013,0.748,Gerry & The Pacemakers,0.71,171920,0.415,0,3EFqLXq7HvzoVWBqOf5Kll,7.03e-05,2,0.0593,-11.015,1,Guantanamera - Mono; 2008 Remaster,9,2008-02-11,0.0295,110.992,0.851,2008
140853,0.187,Preslava,0.574,258333,0.873,0,405KKrfF6ztNu781CAsQsY,0.0,2,0.277,-6.952000000000001,1,Den blagosloven,1,2009-05-25,0.0525,104.978,0.614,2009
131494,0.925,Dean Martin,0.278,218640,0.115,0,15GqT27Jrg50u892ZKlMbx,0.0207,1,0.102,-18.154,1,Gigi,13,1962,0.037000000000000005,111.541,0.112,1962
86128,0.00358,Sad Lovers & Giants,0.632,230400,0.389,0,0dJzRPbEdqMLqRCjwPhcE9,0.693,11,0.101,-17.113,0,Lope,35,1981-01-01,0.029,112.783,0.501,1981
94496,0.87,Robert Francis,0.353,137090,0.0785,0,41FFRKj6ehfOer45QC85mm,2.21e-06,0,0.112,-18.434,0,My Funny Valentine,1,1930,0.0376,70.535,0.261,1930
126334,0.0584,Teo Entertainment,0.66,204375,0.938,0,125g2WmqzN5BOPwE7kCQwB,6.79e-06,7,0.141,-5.466,1,Пидорас - 2019 version,0,2019-05-09,0.0587,120.018,0.8959999999999999,2019
32098,0.0998,"Stevie Nicks', 'Tom Petty",0.5489999999999999,201827,0.514,0,0QyRzKoOzbeOOk1JbufxZ2,0.000288,4,0.32,-9.771,0,I Will Run to You - 2016 Remaster,41,1983-06-10,0.0238,95.965,0.4970000000000001,1983
113140,0.8029999999999999,"The Carillons', 'Larry Clinton",0.6409999999999999,142148,0.43,0,1BrVtSkfdKmZdnKGUTYcXg,1.14e-06,9,0.14300000000000002,-9.488,0,The Creep,0,1953-08-01,0.0504,133.835,0.784,1953
147085,0.894,"Stanley Turrentine', 'The Three Sounds",0.603,324107,0.078,0,0fIczzw8byT5OEd2Yg7ed1,0.823,10,0.103,-16.105,1,"Gee Baby, Ain't I Good to You",6,1961-12-16,0.043,129.39600000000002,0.19,1961
173284,0.0144,"Kraak & Smaak', 'Cleopold', 'James Curd",0.8,424355,0.6970000000000001,0,1ZeraF2ReWLUrp7jnBIEzd,0.234,9,0.0641,-9.384,0,Alone with You - James Curd's 911 Remix,0,2016-12-23,0.0803,123.972,0.765,2016
24088,0.898,"Carl Nielsen', 'The Orchestra of Royal Danish Theatre', 'Thomas Jensen",0.311,336000,0.126,0,4300DiD50MBL1eSWCcKzJp,0.0217,2,0.0997,-19.145,0,"Strygersuite, Op. 1: No. 2, Prelude. Intermezzo. Finale",0,1943,0.0422,85.569,0.271,1943
133104,0.261,Buddy Miles,0.594,175413,0.597,0,0ILO4nAdxzfXiVgpWL68Gx,1.55e-05,0,0.307,-9.669,1,Memphis Train,25,1970-01-01,0.0499,122.994,0.728,1970
18408,0.317,The Weeknd,0.652,312427,0.5489999999999999,1,6u0dQik0aif7FQlrhycG1L,0.0,6,0.104,-7.555,0,The Morning,70,2012-01-01,0.039,120.073,0.18600000000000005,2012
29024,0.5710000000000001,Barbara Mason,0.7070000000000001,204493,0.35700000000000004,0,0ARAvN0l7iViWw15JtsU3E,5.41e-05,10,0.0709,-9.363,1,I Do Love You,37,1968-01-01,0.0288,84.344,0.653,1968
29755,0.161,Harry Nilsson,0.563,214173,0.6970000000000001,0,69O3FLsnM3zi5czOZGL70B,0.0,10,0.0995,-10.383,1,Spaceman,47,1972-07-10,0.0518,81.271,0.607,1972
72370,0.315,Binomio de Oro de América,0.705,287427,0.77,0,0pgnRjCupIUPCscgwTFTZ2,0.0,3,0.0813,-2.071,1,Me Vas A Extrañar,60,1999-01-01,0.0312,128.452,0.636,1999
10356,0.792,J.J. Cale,0.789,143800,0.217,0,5qZKuuKGngifO5psg19XdO,0.228,2,0.111,-20.727,0,Don't Go To Strangers,59,1972,0.0499,117.549,0.8759999999999999,1972
131896,0.855,André Previn,0.479,98640,0.225,0,7xpLgXa45E7mzXbR3UL7JJ,0.0,10,0.19,-19.389,1,End Titles* - Instrumental,17,1964,0.262,79.43,0.5489999999999999,1964
126597,0.0352,"Lil Tjay', 'Fivio Foreign', 'Pop Smoke",0.565,214825,0.569,1,3Ddny34bFoYBb8dIGq5lwp,8.81e-06,6,0.106,-6.084,0,Zoo York (feat. Fivio Foreign & Pop Smoke),74,2020-05-08,0.379,92.466,0.303,2020
122994,0.438,Aventura,0.764,240707,0.5710000000000001,0,2cxmgpAd57AlUTx3O8e9yk,0.0,9,0.117,-9.561,0,Su Veneno,45,2002,0.0422,123.915,0.925,2002
115091,0.923,Dean Martin,0.585,162560,0.146,0,6jwlipmHM9QWuWPIAN1DDI,0.00897,10,0.105,-18.194000000000006,1,A Hundred Years From Today - 1998 Digital Remaster,16,1962,0.0337,89.279,0.633,1962
114037,0.732,The Chordettes,0.353,136733,0.235,0,5xn0xk4vV8wDKNO2ncCCvc,0.0,7,0.114,-14.654000000000002,1,Teen Age Goodnight - 1956 #45 Billboard chart hit,11,1957,0.0287,65.664,0.477,1957
120268,0.00024900000000000004,Social Distortion,0.149,274560,0.931,0,655U41vTNRcwzTq6cr20yu,0.0144,1,0.057,-7.444,1,Indulgence,30,1988-01-01,0.0498,171.916,0.418,1988
161615,0.7609999999999999,"MGM Studio Orchestra', 'André Previn",0.67,47427,0.397,0,7Fo1mOB4A8Hw37btE3ZEEq,0.0234,0,0.361,-14.604,1,Meet Gigi,6,1958-08-04,0.0455,121.893,0.529,1958
111502,0.995,"Frédéric Chopin', 'William Kapell",0.3720000000000001,212733,0.0418,0,3Hw8l8kLjxXUUhoCCpMssI,0.91,4,0.127,-22.321,0,"Mazurka, Op. posth. in A Minor ""Notre temps""",0,1945,0.0521,47.512,0.136,1945
139319,0.142,Aerosmith,0.387,301760,0.6859999999999999,0,4QB2cdh2v5zeRD1khGF9A5,0.0,4,0.122,-5.3679999999999986,1,Fly Away From Here,61,2001-03-05,0.0363,142.091,0.171,2001
82002,0.378,Rahsaan Roland Kirk,0.534,289760,0.217,0,3Piy7zEfiF2BM3rU3x3J4a,0.0182,2,0.239,-13.303,0,Our Love Is Here To Stay,12,1960-01-01,0.0409,122.703,0.4370000000000001,1960
76189,4.4e-05,"Moon Rocket', 'Re-Tide",0.899,432562,0.631,0,4ZjGfoT6BmECqoqXNg1g78,0.904,0,0.0448,-5.884,1,Love Is The Message,12,2019-03-27,0.114,121.993,0.853,2019
94329,0.993,"Francisco Canaro', 'Charlo",0.836,194000,0.207,0,6kfj3G8mZQH4n530vJen6L,0.522,7,0.321,-9.54,1,"Dentra, No Llores - Remasterizado",0,1928-10-03,0.152,112.369,0.595,1928
61527,0.91,Adolfo Berón,0.72,132807,0.308,0,1ObMfEAlHjmEbxiOTX5Uwz,0.8640000000000001,11,0.0961,-17.323,0,Muñeca brava,1,1945-04-12,0.0679,122.209,0.7,1945
70821,0.812,Guitar Slim,0.48,180453,0.303,0,3NWDb3bbMBTArBblzG4jMX,0.0,5,0.0889,-13.675,1,The Things That I Used To Do,46,1991-01-01,0.0384,98.282,0.643,1991
580,0.992,Seger Ellis,0.564,186467,0.203,0,0oqDrehB6TLZNZk7J4sTKA,5.45e-06,4,0.457,-11.501,1,To Be In Love,3,1923,0.0743,160.767,0.8140000000000001,1923
103879,0.0184,Foreigner,0.622,250773,0.873,0,4aFNkzXifTfkc452lMHmym,0.00035,9,0.0997,-7.03,0,Heart Turns to Stone,36,1987-11-25,0.0339,120.142,0.58,1987
77054,0.977,"Johannes Brahms', 'Vladimir Horowitz', 'Arturo Toscanini', 'NBC Symphony Orchestra",0.35200000000000004,504733,0.284,0,4vWNNpX4tbG9tTUNywDQRB,0.862,10,0.112,-14.515999999999998,1,"Piano Concerto No. 2 in B-Flat Major, Op. 83: IV. Allegretto grazioso",0,1928,0.0382,115.984,0.209,1928
112381,0.37,Sanjay Oza,0.562,218827,0.43,0,2LiMQ30XbCSVPnk852MkqX,0.0,3,0.0522,-11.253,1,Tane Jatan Joi Panghat,0,1949-06-01,0.303,106.273,0.958,1949
53473,0.0604,JAY-Z,0.805,221133,0.569,1,3U6n3IygpzShX3y4dHFDz3,0.0,6,0.264,-11.773,1,Politics As Usual,45,1996-06-25,0.37,79.991,0.907,1996
86427,0.146,Oingo Boingo,0.682,236280,0.6990000000000001,0,6aRcIVFthrlcLmK4GwtHwc,1e-05,2,0.0376,-9.768,1,Whole Day Off,29,1982-01-01,0.046,115.622,0.945,1982
56636,0.608,Mac Miller,0.61,175775,0.5760000000000001,1,4kCvpSVa2XQUiarE7EE5Fs,0.0,1,0.0716,-8.289,1,Another Night,58,2011-03-29,0.0641,80.973,0.568,2011
7688,0.973,Harry Simeone Chorale,0.438,183293,0.057,0,64YiJseVzuYulF2C7wMfMZ,0.000284,8,0.111,-25.152,1,The Little Drummer Boy,53,1959-08-01,0.054000000000000006,115.457,0.0816,1959
75853,0.007890000000000001,The Skinflicks,0.49,163920,0.957,1,2OLltsKo8iKt6xbbR5aoWY,0.0,9,0.179,-4.577,1,Smash the Love Parade,12,2017-11-24,0.0529,113.282,0.674,2017
113606,0.97,"Pepe Blanco', 'Carmen Morell",0.491,174875,0.342,0,2dsstdZs9DXB2scLrdGZhu,0.000461,3,0.222,-6.625,0,Jotas de Picadillo: Que Si Quieres Disparar / Con la Mujer No Hay Quien Pueda,6,1955-01-01,0.0341,89.411,0.675,1955
108329,0.000492,DJ Protex,0.505,190453,0.965,0,6SrumnaxDD87KORaM4BY6W,0.873,0,0.34,-8.004,0,Softly,0,2013-05-21,0.0338,139.986,0.35,2013
133845,0.674,The Spinners,0.369,291680,0.482,0,6I7TSVnkU0Us37qM7OPAwr,4.24e-06,9,0.6729999999999999,-7.917999999999997,0,I'm Glad You Walked into My Life,21,1974,0.0512,175.90099999999995,0.365,1974
26534,0.843,Julie Andrews,0.6,121240,0.27,0,5Oo5xdesKp3jgikbUclrdL,0.0,0,0.105,-9.914,1,Without You,26,1956,0.0825,118.356,0.619,1956
159232,0.993,"Giorgos Papasideris, No. 6",0.382,199507,0.378,0,4fnoRyVx2cevxN6yaCZc8v,0.329,9,0.0973,-8.091000000000001,1,Tre papor oygkren evan (paradosiako),0,1940-01-01,0.0399,64.352,0.7859999999999999,1940
11984,0.189,Van Halen,0.509,213150,0.928,0,4MM0jT9z9m7VFiusFrGJ8C,1.41e-06,2,0.269,-5.8329999999999975,1,And the Cradle Will Rock... - 2015 Remaster,51,1980-03-26,0.0329,107.921,0.736,1980
165417,0.00364,Foghat,0.361,331533,0.8540000000000001,0,1wzhtUHYMgT88eSZSxHAlC,0.0106,9,0.966,-10.598,1,Fool for the City - Live Version,19,1977,0.0397,137.529,0.672,1977
125588,0.853,"Roy Orbison', 'Alex Orbison', 'Chuck Turner",0.4,177827,0.4320000000000001,0,4eAwyq08lmSxdqccQuIJ9H,0.0006580000000000001,4,0.0827,-9.027,0,A New Star - Remastered 2015,5,2015-10-23,0.0355,107.496,0.371,2015
170471,0.00139,Scooter,0.4920000000000001,208933,0.901,0,2zhGnnDewN4kBsVzbqjBtX,0.0486,2,0.18600000000000005,-7.03,1,Nessaja,59,2002-05-13,0.045,143.014,0.104,2002
136916,0.00135,Depeche Mode,0.546,354973,0.951,0,11jB63ZyuDjarSyewXSax7,0.888,0,0.988,-10.187,1,"Behind the Wheel - Live at Rose Bowl, Pasadena, CA, 18/6/1988",31,1989-03-13,0.0458,125.177,0.21600000000000005,1989
75817,0.192,"Voice', 'Kerwin Du Bois",0.7509999999999999,204444,0.8290000000000001,0,2EzOUGuX88q0dTuDNsYAhD,0.0,0,0.131,-3.935,1,We Doh Play,8,2017-03-03,0.189,135.049,0.843,2017
17852,0.0284,Madcon,0.715,218707,0.7959999999999999,0,4YeKAwFn69ehnciOfi7Sbf,0.0,4,0.0658,-4.8889999999999985,0,Beggin',62,2009-01-01,0.0534,129.04,0.431,2009
68146,0.254,England Dan & John Ford Coley,0.449,206107,0.28600000000000003,0,6fzV85JvQ8sd28IJQSo6GT,0.0,0,0.121,-16.175,1,What's Forever For,43,1978,0.0279,78.63600000000002,0.35100000000000003,1978
77462,0.994,Margarita Cueto,0.379,175856,0.199,0,3HX0SCJArqSRlZSIL5VJp8,0.912,2,0.118,-14.723,1,Las Tardes del Ritz,0,1930-01-01,0.0729,199.64,0.8340000000000001,1930
64698,0.941,"Cannonball Adderley', 'Bill Evans",0.535,352093,0.078,0,4KzgfINZ4PlPU1zalohTyP,0.831,8,0.121,-20.741,0,Elsa,22,1961,0.0355,99.187,0.229,1961
131370,0.753,"Carol Burnett', 'Julie Andrews",0.498,98493,0.33,0,1zSWhwOq46TI2CSxAKHFkm,1.19e-05,10,0.264,-12.629,1,No Mozart Tonight,13,1962,0.332,128.849,0.4370000000000001,1962
155214,0.177,Los Terricolas,0.304,241680,0.46,0,2JmGp8D3DTb2AIsRpCAUyg,5e-06,9,0.0879,-7.22,1,Te Juro Que Te Amo,46,2002-08-20,0.03,173.128,0.19,2002
40940,0.98,Roy Fox,0.397,171827,0.114,0,47nqRW24Lopo1d8bB49Vh9,0.0199,2,0.16,-19.741,0,You Did Everything for Me,0,1933,0.0399,103.839,0.381,1933
76475,0.000293,"Armin van Buuren', 'AVIAN GRAYS', 'Jordan Shaw', 'Cosmic Gate",0.35600000000000004,59281,0.984,0,5eY332ZbYKvAzyRVZKKYdU,0.00168,6,0.295,-5.912000000000001,1,Something Real (FYHYM2020) - Cosmic Gate Remix,23,2020-12-30,0.07200000000000001,128.14,0.602,2020
56002,0.599,George Strait,0.588,203200,0.5870000000000001,0,7maV3I3KQNYpsOWYTOhGqn,0.0,3,0.162,-6.89,1,I Saw God Today,54,2008-01-01,0.0302,147.89700000000005,0.381,2008
53870,0.465,Los Temerarios,0.7509999999999999,229800,0.459,0,1heDFzfCsTrEoJsahfKnYz,0.0016600000000000002,4,0.0758,-9.824,0,Yo Quiero Ser Feliz,51,1998-06-01,0.0401,152.39600000000004,0.917,1998
121242,0.122,D:Ream,0.6709999999999999,258000,0.74,0,5HmwYfynpGAjgrj4bp9eMy,0.0,10,0.196,-12.43,0,Things Can Only Get Better,59,1993,0.0389,125.0,0.102,1993
102612,0.00444,Def Leppard,0.409,283186,0.915,0,2bSPRjTehTdFwJAzm6HXgk,0.0022,2,0.342,-7.205,1,Let It Go,29,1981-07-11,0.0667,138.143,0.409,1981
2134,0.988,Francisco Canaro,0.7140000000000001,177000,0.403,0,0Rj53PaeOdM7abxWWouAmp,0.696,7,0.42,-5.604,1,Otoñal - Instrumental (Remasterizado),0,1931-12-14,0.0816,117.225,0.848,1931
17051,0.256,Rome,0.523,148320,0.59,0,1QuQYc4yclk9oAR6hdbMxA,0.228,8,0.258,-10.199,1,Years of Abalone - Remastered,8,2015-09-25,0.0254,97.512,0.691,2015
52985,0.337,Mark Chesnutt,0.603,177400,0.6709999999999999,0,4XsQK02ysB6lCasLmXXDBh,0.0,5,0.157,-10.33,1,It Sure Is Monday,41,1993-06-22,0.0271,146.566,0.8220000000000001,1993
146327,0.899,The Cadillacs,0.5920000000000001,147627,0.404,0,3R7zrUOEjZ5ug63pycgB2a,0.0,2,0.195,-7.6789999999999985,0,Down the Road,5,1957,0.0524,132.195,0.758,1957
32444,0.565,Eagles,0.32299999999999995,184800,0.28600000000000003,0,50pX7Pp17QyiH1isbv9EJ6,0.0,7,0.956,-12.884,1,Seven Bridges Road - Live; 2013 Remaster,42,1985,0.0427,112.418,0.29,1985
14196,0.933,James Brown,0.6829999999999999,149560,0.265,0,31usEzDUXeGWAheRaCeEaD,0.0,0,0.71,-12.735,1,Try Me,53,1991,0.0293,102.08,0.647,1991
86149,0.00745,Fern Kinney,0.7070000000000001,273067,0.614,0,2BSqdgkbHqrwnRGwBb2jfk,0.000683,2,0.0455,-13.688,1,"Love Me Tonight (Love, Love, Love)",42,1981-04-15,0.0315,119.908,0.961,1981
143955,0.246,Эрих Мария Ремарк,0.71,102300,0.157,1,4iNnJYHegTVsqtlRl0qYzp,0.0,3,0.274,-18.127,0,Часть 27.4 - Триумфальная арка,0,1945,0.949,82.31700000000002,0.593,1945
96367,0.963,Igor Stravinsky,0.208,83200,0.233,0,0Q5A6d7VimFQ5KyCK7F8gu,0.872,10,0.157,-10.481,0,Orpheus: Deuxième tableau: Interlude,0,1950,0.0353,109.009,0.0389,1950
27644,0.853,Johnny Horton,0.519,165440,0.15,0,3rRKFMJyf7zfpOrCXqD14d,6.44e-06,2,0.0967,-15.933,1,All For The Love Of A Girl,26,1961,0.0282,88.022,0.34,1961
8822,0.889,"The Carter Family', 'Johnny Cash",0.593,162320,0.112,0,0QpactOWKs6d2vbTdDyVsS,0.0,9,0.117,-16.704,1,Will the Circle Be Unbroken,42,1964,0.0336,82.796,0.132,1964
19517,0.7,"Christmas Music Guys', 'Christmas 2018",0.482,149682,0.501,0,0rKQQUZ8zdvLvdzhe5ZnQo,0.000655,7,0.14800000000000002,-4.905,1,It's the Most Wonderful Time of the Year,39,2019-10-18,0.0271,101.597,0.667,2019
24595,0.995,Balakram,0.736,198867,0.128,0,0mG7QNWT7nE2qWiENfcpAu,0.00109,6,0.129,-9.671,1,Jagat Hai Darshan Ka Mela,0,1946-12-31,0.308,79.156,0.495,1946
40136,0.8079999999999999,Maurice Chevalier,0.565,142524,0.394,0,40GTRiUhUM5QVBEva7ukry,0.0,7,0.189,-13.611,1,Sans Avoir L'air D'y Toucher,0,1929,0.159,127.746,0.925,1929
121458,0.748,Brian Hyland,0.621,133067,0.354,0,62m2BXccjBOLjpNdR15Jl9,0.000156,2,0.126,-14.218,0,Rosemary,35,1994-01-01,0.0389,117.305,0.518,1994
33358,0.856,Ricky Nelson,0.508,135840,0.0965,0,56XoFI6v7kbGNdM8ALYWof,0.012,11,0.102,-18.283,1,Lonesome Town - 1990 Digital Remaster,53,1990-01-01,0.031,77.907,0.29600000000000004,1990
163753,0.4,Margo Guryan,0.336,124853,0.615,0,2SafvtdIDGSCcdq93iLvw3,0.279,2,0.38,-8.738999999999999,0,Don't Go Away,20,1968,0.0726,172.06599999999997,0.716,1968
116685,0.373,Sly & The Family Stone,0.6459999999999999,186973,0.743,0,66W3GpbqpSD5xR4PGAvu0H,0.0,11,0.16899999999999998,-10.322,1,Stand!,20,1970-11-21,0.0667,108.861,0.5820000000000001,1970
161343,0.925,"Rosemary Clooney', 'Benny Goodman Sextet",0.7140000000000001,195827,0.244,0,1IPPMZSSa8XqXp7AR5pP3Y,0.831,0,0.284,-13.065,0,Can't We Talk It Over? (with The Benny Goodman Sextet),6,1956,0.0628,105.724,0.75,1956
57391,0.00449,Miles Davis,0.629,350627,0.614,0,7a4ilT56YQ8oQPVHXS6Yz8,0.211,9,0.109,-10.762,0,Don't Lose Your Mind - 2015 Remaster,6,2002-08-20,0.0419,143.279,0.76,2002
124792,0.0216,You And I,0.6609999999999999,190550,0.763,0,7fFDbOIpemwrdsfyLaXKSb,3.03e-06,0,0.114,-4.2410000000000005,1,You And I (Radio Edit),0,2010-12-28,0.0472,124.971,0.24,2010
75145,0.691,Lorraine Tan,0.3670000000000001,233627,0.355,0,3mYvK0VX5YeRFNtWTDlRNX,0.0,5,0.0877,-9.15,1,50 Years of Greening: 2013 Theme Song for Singapore National Parks - Ballad,0,2013-08-01,0.0337,116.268,0.15,2013
62636,0.355,"Georgette Heyer', 'Brigitte Carlsen",0.7240000000000001,124540,0.257,0,7xjr6E4MQxj29B8d1aEktk,0.0,6,0.262,-17.793,1,Kapitel 120 - Die drei Ehen der Grand Sophy,7,1950,0.946,119.805,0.528,1950
29573,0.3720000000000001,Baby Huey & The Baby Sitters,0.662,203373,0.909,0,7ycU5Bxfn2fIZjXJypfdRM,5.78e-05,9,0.0841,-5.817,0,Hard Times,53,1971,0.057,91.453,0.7140000000000001,1971
16241,0.000319,Dani Masi,0.737,340320,0.993,0,5PmHoxK60ucr29jy1Ta9AQ,0.8109999999999999,5,0.0497,-5.001,0,Te Siento,0,2021-01-15,0.0579,124.997,0.28600000000000003,2021
125187,0.989,The Piano Guys,0.23,275973,0.217,0,0E0xI4AgMNU7UkwBt3FCVN,0.892,10,0.0844,-13.464,1,A Thousand Years,62,2013-01-18,0.0386,157.084,0.156,2013
90030,0.684,Nickel Creek,0.452,229627,0.28,0,1xVBmHH65VMaJP61SmOSUk,0.000292,6,0.105,-14.094,1,When You Come Back Down,46,2000,0.0313,168.047,0.392,2000
161783,0.784,Lata Mangeshkar,0.6,207347,0.49,0,2jVyCd6U4DmX5dTdkauFMO,1e-06,5,0.203,-9.2,1,Zulmi Sang Ankh Ladi Re,7,1958-03-14,0.0431,77.60300000000002,0.955,1958
59236,0.0389,Эрих Мария Ремарк,0.722,110000,0.303,1,6XpTCZpmQfWl5SlrNr8EsB,0.0,9,0.327,-18.453,0,Часть 7.2 - На Западном фронте без перемен,0,1929,0.917,123.51,0.6579999999999999,1929
148165,0.985,"Domenico Scarlatti', 'Glenn Gould",0.448,104680,0.265,0,5N4pz3KQESNu9n4lCv30E3,0.8909999999999999,9,0.111,-19.715,1,"Sonata in D Major, L. 463 - Remastered",26,1967,0.0591,203.003,0.892,1967
116927,0.317,ZZ Top,0.6709999999999999,150147,0.662,0,0aipmEKEVMfYccmS4CQa6C,0.47,9,0.0846,-7.473,1,Down Brownie,27,1972-04-04,0.0456,110.904,0.971,1972
35452,0.316,Radiohead,0.16699999999999998,356333,0.302,0,2rtGaCAeYtmcIvuZsvgTf6,0.797,6,0.11,-11.644,0,How to Disappear Completely,60,2000-10-02,0.0345,102.026,0.19,2000
167127,7.929999999999999e-05,Possessed,0.141,193427,0.977,0,5s2xShr1pfTlXtPRsEdETb,0.00219,6,0.217,-5.091,1,Seven Churches,28,1985,0.0993,102.02,0.0346,1985
9745,0.00101,The Beatles,0.647,141613,0.487,0,5aHHf6jrqDRb1fcBmue2kn,0.285,11,0.138,-10.119,0,The End - Remastered 2009,56,1969-09-26,0.0689,123.444,0.222,1969
167032,6.32e-05,Big Black,0.622,189000,0.8320000000000001,1,2gnczWPB9Vljzt88hrc1U1,0.664,0,0.29100000000000004,-13.264,1,Bad Houses,24,1985-06-01,0.0334,115.45,0.877,1985
139632,0.0393,Revaluation,0.337,231861,0.614,0,5gLgLbUJpIUsT5bMqPC4mh,1.07e-05,11,0.134,-8.003,1,Angel Of Berlin,0,2010-07-01,0.0362,149.985,0.319,2010
170211,0.00509,UGK,0.941,296054,0.828,1,14ZeVc6AqpEt29RN8IH72x,0.0,11,0.0959,-5.964,1,Wood Wheel,42,2001-11-11,0.152,127.983,0.961,2001
12266,0.079,The Clash,0.742,188987,0.833,0,39shmbIHICJ2Wxnk1fPSdz,0.0,2,0.384,-6.462999999999999,1,Should I Stay or Should I Go - Remastered,78,1982,0.115,113.375,0.816,1982
29791,0.445,Roxy Music,0.588,178376,0.708,0,5ZgNecJcN9SSopnmCTlpXs,3.94e-05,6,0.293,-7.822999999999999,1,Virginia Plain,51,1972-06-01,0.0351,131.197,0.579,1972
58901,0.995,"Francisco Canaro', 'Charlo",0.73,176000,0.187,0,3OkdSigUOv57R7H8ZKMoeU,0.812,4,0.108,-16.796,0,Saludó y Se Fue - Remasterizado,0,1928-09-21,0.12,116.091,0.8109999999999999,1928
38918,0.00127,Lil Baby,0.964,154024,0.487,1,577YBGuskWkVDCxZrLRB4v,6.57e-06,10,0.115,-6.0710000000000015,0,Pure Cocaine,72,2018-11-30,0.421,127.05,0.107,2018
47528,0.868,Jack Jones,0.442,139027,0.371,0,3kdGMnFYSKD7ALecbxadhg,0.0,11,0.0733,-9.759,1,The Impossible Dream,43,1966-01-01,0.0282,93.039,0.38,1966
69052,0.7879999999999999,Peter Gabriel,0.649,394293,0.301,0,1h0zIbIuSpSHgRkaDl29Uc,0.13,5,0.0651,-19.592,0,San Jacinto,29,1982-09-06,0.0445,148.636,0.444,1982
